docno,text,education,company,title,period,qid,score
287,"• Tracked interface access data of over 5,000 users based on Grafana(a visualization web application for company’s internal use), visualized daily actions on the dashboard, and monitored to ensure stability.","[{""school"": ""Rice University"", ""degree"": ""Master's degree"", ""major"": ""Computer Science"", ""period"": ""2021 \u2013 2023""}, {""school"": ""Tianjin University"", ""degree"": ""Bachelor's degree"", ""major"": ""Software Engineering"", ""period"": ""2017 \u2013 2021""}, {""school"": ""Chongqing Nankai Secondary School"", ""degree"": ""High School Diploma"", ""major"": null, ""period"": ""2011 \u2013 2017""}]",Kuaishou Technology Internship,Software Engineer Intern,Mar 2021 – Jul 2021,1,-1
288,• Built the functions of audio input acquisition of Android devices by employing the native software development kit.,"[{""school"": ""Rice University"", ""degree"": ""Master's degree"", ""major"": ""Computer Science"", ""period"": ""2021 \u2013 2023""}, {""school"": ""Tianjin University"", ""degree"": ""Bachelor's degree"", ""major"": ""Software Engineering"", ""period"": ""2017 \u2013 2021""}, {""school"": ""Chongqing Nankai Secondary School"", ""degree"": ""High School Diploma"", ""major"": null, ""period"": ""2011 \u2013 2017""}]",NetEase Games Internship,Software Development Engineer,Jun 2020 – Aug 2020,1,-1
289,• Utilized Android HTTP transmission library to send and receive data with the internal server; implemented additional functions such as user voice input HTTP transmission and noise reduction.,"[{""school"": ""Rice University"", ""degree"": ""Master's degree"", ""major"": ""Computer Science"", ""period"": ""2021 \u2013 2023""}, {""school"": ""Tianjin University"", ""degree"": ""Bachelor's degree"", ""major"": ""Software Engineering"", ""period"": ""2017 \u2013 2021""}, {""school"": ""Chongqing Nankai Secondary School"", ""degree"": ""High School Diploma"", ""major"": null, ""period"": ""2011 \u2013 2017""}]",NetEase Games Internship,Software Development Engineer,Jun 2020 – Aug 2020,1,-1
290,• Improved efficiency of voice internet transmission by introducing data compression mechanism while collecting voice input; achieved a transmission delay within 500ms.,"[{""school"": ""Rice University"", ""degree"": ""Master's degree"", ""major"": ""Computer Science"", ""period"": ""2021 \u2013 2023""}, {""school"": ""Tianjin University"", ""degree"": ""Bachelor's degree"", ""major"": ""Software Engineering"", ""period"": ""2017 \u2013 2021""}, {""school"": ""Chongqing Nankai Secondary School"", ""degree"": ""High School Diploma"", ""major"": null, ""period"": ""2011 \u2013 2017""}]",NetEase Games Internship,Software Development Engineer,Jun 2020 – Aug 2020,1,-1
291,• Developed a website for real-time heart rate monitoring and workout movement improvement system.,"[{""school"": ""UC Irvine"", ""degree"": ""Master's degree"", ""major"": ""Computer Engineering"", ""period"": ""2020 \u2013 2021""}]",UC Irvine Internship,Research Assistant,Sep 2019 – Dec 2019,1,-1
292,• Adopted Django as the web application framework and the Server/Browser mode to conduct the assessment and utilized,"[{""school"": ""UC Irvine"", ""degree"": ""Master's degree"", ""major"": ""Computer Engineering"", ""period"": ""2020 \u2013 2021""}]",UC Irvine Internship,Research Assistant,Sep 2019 – Dec 2019,1,-1
293,"jQuery, Node.js, and AJAX to collect users’ records and generated evaluation results and reports.","[{""school"": ""UC Irvine"", ""degree"": ""Master's degree"", ""major"": ""Computer Engineering"", ""period"": ""2020 \u2013 2021""}]",UC Irvine Internship,Research Assistant,Sep 2019 – Dec 2019,1,-1
294,• Collected more than 100 subjects’ physical data by mmWave radar and PPG sensor and processed data with multiple,"[{""school"": ""UC Irvine"", ""degree"": ""Master's degree"", ""major"": ""Computer Engineering"", ""period"": ""2020 \u2013 2021""}]",UC Irvine Internship,Research Assistant,Sep 2019 – Dec 2019,1,-1
295,ETL tools to build up a relative dataset(MySQL).,"[{""school"": ""UC Irvine"", ""degree"": ""Master's degree"", ""major"": ""Computer Engineering"", ""period"": ""2020 \u2013 2021""}]",UC Irvine Internship,Research Assistant,Sep 2019 – Dec 2019,1,2
296,• Designed a gesture recognition algorithm based on DL algorithm(3D-CNN and LSTM) with 89% correctness.,"[{""school"": ""UC Irvine"", ""degree"": ""Master's degree"", ""major"": ""Computer Engineering"", ""period"": ""2020 \u2013 2021""}]",UC Irvine Internship,Research Assistant,Sep 2019 – Dec 2019,1,-1
297,Worked in a team of eight responsible for developing a teacher-student meeting appointment system,"[{""school"": ""UC Irvine"", ""degree"": ""Master's degree"", ""major"": ""Computer Engineering"", ""period"": ""2020 \u2013 2021""}]","Citric Acid Network Technology Co.,Ltd Internship",Software Engineer Intern,Jun 2019 – Aug 2019,1,-1
298,Created Java servlets with RESTful APIs to handle HTTP requests and responses,"[{""school"": ""UC Irvine"", ""degree"": ""Master's degree"", ""major"": ""Computer Engineering"", ""period"": ""2020 \u2013 2021""}]","Citric Acid Network Technology Co.,Ltd Internship",Software Engineer Intern,Jun 2019 – Aug 2019,1,-1
299,"Redesigned a single-connection pattern to a multi-threaded API Gateway model to provide a unified entry point for external consumers, independent of the number and composition of internal microservices.","[{""school"": ""UC Irvine"", ""degree"": ""Master's degree"", ""major"": ""Computer Engineering"", ""period"": ""2020 \u2013 2021""}]","Citric Acid Network Technology Co.,Ltd Internship",Software Engineer Intern,Jun 2019 – Aug 2019,1,-1
300,"Used by 2,000 people to make meeting appointment in a year","[{""school"": ""UC Irvine"", ""degree"": ""Master's degree"", ""major"": ""Computer Engineering"", ""period"": ""2020 \u2013 2021""}]","Citric Acid Network Technology Co.,Ltd Internship",Software Engineer Intern,Jun 2019 – Aug 2019,1,-1
301,"- Tumaz Project: Built an Amazon Sellers Management System using Amazon Marketplace Web Service (Amazon MWS) API; Integrated inventory, order, and advertising data, increasing MoM revenue by 17%","[{""school"": ""Carnegie Mellon University"", ""degree"": ""Master's degree"", ""major"": ""Information Systems Management"", ""period"": ""2021 \u2013 2022""}, {""school"": ""National Taiwan University"", ""degree"": ""Bachelor's degree"", ""major"": ""Economics"", ""period"": ""2015 \u2013 2019""}, {""school"": ""Peking University"", ""degree"": ""Exchange program"", ""major"": ""Economics"", ""period"": ""2017 \u2013 2018""}]",National Taiwan University Full-time,Research Assistant (Software development),Sep 2020 – Jun 2021,1,-1
302,- New Balance Project (1): Constructed a Django website with CRUD functions for pricing and inventory visualization; improved operation efficiency by 15%,"[{""school"": ""Carnegie Mellon University"", ""degree"": ""Master's degree"", ""major"": ""Information Systems Management"", ""period"": ""2021 \u2013 2022""}, {""school"": ""National Taiwan University"", ""degree"": ""Bachelor's degree"", ""major"": ""Economics"", ""period"": ""2015 \u2013 2019""}, {""school"": ""Peking University"", ""degree"": ""Exchange program"", ""major"": ""Economics"", ""period"": ""2017 \u2013 2018""}]",National Taiwan University Full-time,Research Assistant (Software development),Sep 2020 – Jun 2021,1,-1
303,- New Balance Project (2): Implemented a real-time pricing model based on a Dynamic Programming algorithm; increased QoQ profit by 13% and decreased pricing time by 75%,"[{""school"": ""Carnegie Mellon University"", ""degree"": ""Master's degree"", ""major"": ""Information Systems Management"", ""period"": ""2021 \u2013 2022""}, {""school"": ""National Taiwan University"", ""degree"": ""Bachelor's degree"", ""major"": ""Economics"", ""period"": ""2015 \u2013 2019""}, {""school"": ""Peking University"", ""degree"": ""Exchange program"", ""major"": ""Economics"", ""period"": ""2017 \u2013 2018""}]",National Taiwan University Full-time,Research Assistant (Software development),Sep 2020 – Jun 2021,1,-1
304,"- NTU Hospital Project: Deployed a simulation software with a heuristic algorithm to optimize the number of overbooking patients, increasing YoY profit by 33%","[{""school"": ""Carnegie Mellon University"", ""degree"": ""Master's degree"", ""major"": ""Information Systems Management"", ""period"": ""2021 \u2013 2022""}, {""school"": ""National Taiwan University"", ""degree"": ""Bachelor's degree"", ""major"": ""Economics"", ""period"": ""2015 \u2013 2019""}, {""school"": ""Peking University"", ""degree"": ""Exchange program"", ""major"": ""Economics"", ""period"": ""2017 \u2013 2018""}]",National Taiwan University Full-time,Research Assistant (Software development),Sep 2020 – Jun 2021,1,-1
305,"- Coordinated the system integration project between claim database and CRM database, accelerating process of claims by 1 business day; resulted in a 17% increase in market share","[{""school"": ""Carnegie Mellon University"", ""degree"": ""Master's degree"", ""major"": ""Information Systems Management"", ""period"": ""2021 \u2013 2022""}, {""school"": ""National Taiwan University"", ""degree"": ""Bachelor's degree"", ""major"": ""Economics"", ""period"": ""2015 \u2013 2019""}, {""school"": ""Peking University"", ""degree"": ""Exchange program"", ""major"": ""Economics"", ""period"": ""2017 \u2013 2018""}]","Nan Shan Life Insurance Co., Ltd Full-time",Management Associate (System Analyst),Jul 2019 – Jul 2020,1,1
306,"- Initiated a system migration project to transferred four separate systems into a new integrated system, deducting correspondence time by 43% and efficiency by 34%.","[{""school"": ""Carnegie Mellon University"", ""degree"": ""Master's degree"", ""major"": ""Information Systems Management"", ""period"": ""2021 \u2013 2022""}, {""school"": ""National Taiwan University"", ""degree"": ""Bachelor's degree"", ""major"": ""Economics"", ""period"": ""2015 \u2013 2019""}, {""school"": ""Peking University"", ""degree"": ""Exchange program"", ""major"": ""Economics"", ""period"": ""2017 \u2013 2018""}]","Nan Shan Life Insurance Co., Ltd Full-time",Management Associate (System Analyst),Jul 2019 – Jul 2020,1,-1
307,"- Redesigned the UI of consumer apps by conducting 100+ interviews, boosting customer satisfaction rate by 23%","[{""school"": ""Carnegie Mellon University"", ""degree"": ""Master's degree"", ""major"": ""Information Systems Management"", ""period"": ""2021 \u2013 2022""}, {""school"": ""National Taiwan University"", ""degree"": ""Bachelor's degree"", ""major"": ""Economics"", ""period"": ""2015 \u2013 2019""}, {""school"": ""Peking University"", ""degree"": ""Exchange program"", ""major"": ""Economics"", ""period"": ""2017 \u2013 2018""}]","Nan Shan Life Insurance Co., Ltd Full-time",Management Associate (System Analyst),Jul 2019 – Jul 2020,1,-1
308,- Pioneered using ML models to quantify the risk levels of domestic violence cases for Taoyuan City Government,"[{""school"": ""Carnegie Mellon University"", ""degree"": ""Master's degree"", ""major"": ""Information Systems Management"", ""period"": ""2021 \u2013 2022""}, {""school"": ""National Taiwan University"", ""degree"": ""Bachelor's degree"", ""major"": ""Economics"", ""period"": ""2015 \u2013 2019""}, {""school"": ""Peking University"", ""degree"": ""Exchange program"", ""major"": ""Economics"", ""period"": ""2017 \u2013 2018""}]","DSP, Inc. Internship",Data Scientist,Jan 2019 – Apr 2019,1,-1
309,- Predicted recidivism rate based on XGBoost algorithm with an 80% accuracy,"[{""school"": ""Carnegie Mellon University"", ""degree"": ""Master's degree"", ""major"": ""Information Systems Management"", ""period"": ""2021 \u2013 2022""}, {""school"": ""National Taiwan University"", ""degree"": ""Bachelor's degree"", ""major"": ""Economics"", ""period"": ""2015 \u2013 2019""}, {""school"": ""Peking University"", ""degree"": ""Exchange program"", ""major"": ""Economics"", ""period"": ""2017 \u2013 2018""}]","DSP, Inc. Internship",Data Scientist,Jan 2019 – Apr 2019,1,-1
310,- Classified victims and provided customized domestic violence support recommendations by building K-modes model in Python,"[{""school"": ""Carnegie Mellon University"", ""degree"": ""Master's degree"", ""major"": ""Information Systems Management"", ""period"": ""2021 \u2013 2022""}, {""school"": ""National Taiwan University"", ""degree"": ""Bachelor's degree"", ""major"": ""Economics"", ""period"": ""2015 \u2013 2019""}, {""school"": ""Peking University"", ""degree"": ""Exchange program"", ""major"": ""Economics"", ""period"": ""2017 \u2013 2018""}]","DSP, Inc. Internship",Data Scientist,Jan 2019 – Apr 2019,1,-1
311,"- Participated in the membership integration project across subsidiaries of Fubon Group (across bank/insurance/securities/telecom/e-commerce), responsible for membership program design and membership data integration system planning.","[{""school"": ""Carnegie Mellon University"", ""degree"": ""Master's degree"", ""major"": ""Information Systems Management"", ""period"": ""2021 \u2013 2022""}, {""school"": ""National Taiwan University"", ""degree"": ""Bachelor's degree"", ""major"": ""Economics"", ""period"": ""2015 \u2013 2019""}, {""school"": ""Peking University"", ""degree"": ""Exchange program"", ""major"": ""Economics"", ""period"": ""2017 \u2013 2018""}]","Fubon Financial Holding Co., Ltd. 富邦金控 Internship",Project Manager,Sep 2018 – Jan 2019,1,-1
312,- Investigated domestic and foreign Fintech technology and startups to find out new business niches for cooperation between Fubon Group and the startups.,"[{""school"": ""Carnegie Mellon University"", ""degree"": ""Master's degree"", ""major"": ""Information Systems Management"", ""period"": ""2021 \u2013 2022""}, {""school"": ""National Taiwan University"", ""degree"": ""Bachelor's degree"", ""major"": ""Economics"", ""period"": ""2015 \u2013 2019""}, {""school"": ""Peking University"", ""degree"": ""Exchange program"", ""major"": ""Economics"", ""period"": ""2017 \u2013 2018""}]","Fubon Financial Holding Co., Ltd. 富邦金控 Internship",Project Manager,Sep 2018 – Jan 2019,1,-1
313,- Initialized “Dell’s business strategy in China under Trade War” research project in collaboration with Austin headquarters interns. Contributed to the quarterly strategy report.,"[{""school"": ""Carnegie Mellon University"", ""degree"": ""Master's degree"", ""major"": ""Information Systems Management"", ""period"": ""2021 \u2013 2022""}, {""school"": ""National Taiwan University"", ""degree"": ""Bachelor's degree"", ""major"": ""Economics"", ""period"": ""2015 \u2013 2019""}, {""school"": ""Peking University"", ""degree"": ""Exchange program"", ""major"": ""Economics"", ""period"": ""2017 \u2013 2018""}]",Dell Internship,Strategy Analyst,Jul 2018 – Aug 2018,1,-1
314,"- Generated China server market analysis report. Including analyzing sales performance data, classifying manufacturers, and organizing official financial reports.","[{""school"": ""Carnegie Mellon University"", ""degree"": ""Master's degree"", ""major"": ""Information Systems Management"", ""period"": ""2021 \u2013 2022""}, {""school"": ""National Taiwan University"", ""degree"": ""Bachelor's degree"", ""major"": ""Economics"", ""period"": ""2015 \u2013 2019""}, {""school"": ""Peking University"", ""degree"": ""Exchange program"", ""major"": ""Economics"", ""period"": ""2017 \u2013 2018""}]",Dell Internship,Strategy Analyst,Jul 2018 – Aug 2018,1,-1
315,"• Maintained regression test routine, including improved testing scrips, added new test cases, and updated baselines from different operating systems.","[{""school"": ""UC Irvine"", ""degree"": ""Master of Computer Science - MCS"", ""major"": ""Computer Science"", ""period"": ""2020 \u2013 2021""}, {""school"": ""Texas A&M University"", ""degree"": ""Bachelor of Science - BS"", ""major"": ""Major: Applied Mathematics - Minor: Computer Sience"", ""period"": ""2016 \u2013 2020""}]",Divergent Internship,"Testing And Software Engineer, Summer Intern",Jun 2021 – Sep 2021,1,-1
316,• Improved code coverage rate from 30% to 72% by tripling the number of tests to cover more code branches and detecting more than 200+ lines of dead codes from team project.,"[{""school"": ""UC Irvine"", ""degree"": ""Master of Computer Science - MCS"", ""major"": ""Computer Science"", ""period"": ""2020 \u2013 2021""}, {""school"": ""Texas A&M University"", ""degree"": ""Bachelor of Science - BS"", ""major"": ""Major: Applied Mathematics - Minor: Computer Sience"", ""period"": ""2016 \u2013 2020""}]",Divergent Internship,"Testing And Software Engineer, Summer Intern",Jun 2021 – Sep 2021,1,-1
317,"• Helped migrating team project’s build from gcc to Intel compiler icc/icpc. Managed all c++ third-party libraries by using Conan, adapted cross-building strategy and solved in-capabilities among packages from different compiler.","[{""school"": ""UC Irvine"", ""degree"": ""Master of Computer Science - MCS"", ""major"": ""Computer Science"", ""period"": ""2020 \u2013 2021""}, {""school"": ""Texas A&M University"", ""degree"": ""Bachelor of Science - BS"", ""major"": ""Major: Applied Mathematics - Minor: Computer Sience"", ""period"": ""2016 \u2013 2020""}]",Divergent Internship,"Testing And Software Engineer, Summer Intern",Jun 2021 – Sep 2021,1,-1
318,"• Provided QA for team project’s new updates and supported c++ documentation through doxygen, breathe, exhale and sphinx.","[{""school"": ""UC Irvine"", ""degree"": ""Master of Computer Science - MCS"", ""major"": ""Computer Science"", ""period"": ""2020 \u2013 2021""}, {""school"": ""Texas A&M University"", ""degree"": ""Bachelor of Science - BS"", ""major"": ""Major: Applied Mathematics - Minor: Computer Sience"", ""period"": ""2016 \u2013 2020""}]",Divergent Internship,"Testing And Software Engineer, Summer Intern",Jun 2021 – Sep 2021,1,-1
319,Department: Computer Science and Engineering,"[{""school"": ""UC San Diego"", ""degree"": ""Master of Science - MS"", ""major"": ""Computer Science"", ""period"": ""2020 \u2013 2021""}, {""school"": ""National Taipei University"", ""degree"": ""Bachelor's degree"", ""major"": ""Computer Science and Information Engineering"", ""period"": ""2014 \u2013 2018""}, {""school"": ""The Hong Kong Polytechnic University"", ""degree"": ""Exchange Student"", ""major"": ""Computing"", ""period"": ""2017 \u2013 2017""}]",UC San Diego Full-time,Graduate Student,Sep 2020 – Present,1,-1
320,• CSE 291 Social Computing,"[{""school"": ""UC San Diego"", ""degree"": ""Master of Science - MS"", ""major"": ""Computer Science"", ""period"": ""2020 \u2013 2021""}, {""school"": ""National Taipei University"", ""degree"": ""Bachelor's degree"", ""major"": ""Computer Science and Information Engineering"", ""period"": ""2014 \u2013 2018""}, {""school"": ""The Hong Kong Polytechnic University"", ""degree"": ""Exchange Student"", ""major"": ""Computing"", ""period"": ""2017 \u2013 2017""}]",UC San Diego Full-time,Graduate Student,Sep 2020 – Present,1,-1
321,• CSE 224 Graduate Network System,"[{""school"": ""UC San Diego"", ""degree"": ""Master of Science - MS"", ""major"": ""Computer Science"", ""period"": ""2020 \u2013 2021""}, {""school"": ""National Taipei University"", ""degree"": ""Bachelor's degree"", ""major"": ""Computer Science and Information Engineering"", ""period"": ""2014 \u2013 2018""}, {""school"": ""The Hong Kong Polytechnic University"", ""degree"": ""Exchange Student"", ""major"": ""Computing"", ""period"": ""2017 \u2013 2017""}]",UC San Diego Full-time,Graduate Student,Sep 2020 – Present,1,-1
322,• CSE 258 Web Mining and Recommendation System,"[{""school"": ""UC San Diego"", ""degree"": ""Master of Science - MS"", ""major"": ""Computer Science"", ""period"": ""2020 \u2013 2021""}, {""school"": ""National Taipei University"", ""degree"": ""Bachelor's degree"", ""major"": ""Computer Science and Information Engineering"", ""period"": ""2014 \u2013 2018""}, {""school"": ""The Hong Kong Polytechnic University"", ""degree"": ""Exchange Student"", ""major"": ""Computing"", ""period"": ""2017 \u2013 2017""}]",UC San Diego Full-time,Graduate Student,Sep 2020 – Present,1,-1
323,• CSE 120 Operating System,"[{""school"": ""UC San Diego"", ""degree"": ""Master of Science - MS"", ""major"": ""Computer Science"", ""period"": ""2020 \u2013 2021""}, {""school"": ""National Taipei University"", ""degree"": ""Bachelor's degree"", ""major"": ""Computer Science and Information Engineering"", ""period"": ""2014 \u2013 2018""}, {""school"": ""The Hong Kong Polytechnic University"", ""degree"": ""Exchange Student"", ""major"": ""Computing"", ""period"": ""2017 \u2013 2017""}]",UC San Diego Full-time,Graduate Student,Sep 2020 – Present,1,-1
324,• CSE 170 Interaction Design,"[{""school"": ""UC San Diego"", ""degree"": ""Master of Science - MS"", ""major"": ""Computer Science"", ""period"": ""2020 \u2013 2021""}, {""school"": ""National Taipei University"", ""degree"": ""Bachelor's degree"", ""major"": ""Computer Science and Information Engineering"", ""period"": ""2014 \u2013 2018""}, {""school"": ""The Hong Kong Polytechnic University"", ""degree"": ""Exchange Student"", ""major"": ""Computing"", ""period"": ""2017 \u2013 2017""}]",UC San Diego Full-time,Graduate Student,Sep 2020 – Present,1,-1
325,• CSE 222 Computer Communication Network,"[{""school"": ""UC San Diego"", ""degree"": ""Master of Science - MS"", ""major"": ""Computer Science"", ""period"": ""2020 \u2013 2021""}, {""school"": ""National Taipei University"", ""degree"": ""Bachelor's degree"", ""major"": ""Computer Science and Information Engineering"", ""period"": ""2014 \u2013 2018""}, {""school"": ""The Hong Kong Polytechnic University"", ""degree"": ""Exchange Student"", ""major"": ""Computing"", ""period"": ""2017 \u2013 2017""}]",UC San Diego Full-time,Graduate Student,Sep 2020 – Present,1,-1
326,"• Developed the data visualization chart for advertisement campaign metrics with React, Typescript, and highchart API library to improve 93% website running speed that impacts on 15.5K Monthly Active Users(MAU)","[{""school"": ""UC San Diego"", ""degree"": ""Master of Science - MS"", ""major"": ""Computer Science"", ""period"": ""2020 \u2013 2021""}, {""school"": ""National Taipei University"", ""degree"": ""Bachelor's degree"", ""major"": ""Computer Science and Information Engineering"", ""period"": ""2014 \u2013 2018""}, {""school"": ""The Hong Kong Polytechnic University"", ""degree"": ""Exchange Student"", ""major"": ""Computing"", ""period"": ""2017 \u2013 2017""}]",The Trade Desk Full-time,Software Engineer Intern,Jun 2021 – Sep 2021,1,-1
327,• Refactored the server-side end point in C# that provides data for visualization to support the new front-end system,"[{""school"": ""UC San Diego"", ""degree"": ""Master of Science - MS"", ""major"": ""Computer Science"", ""period"": ""2020 \u2013 2021""}, {""school"": ""National Taipei University"", ""degree"": ""Bachelor's degree"", ""major"": ""Computer Science and Information Engineering"", ""period"": ""2014 \u2013 2018""}, {""school"": ""The Hong Kong Polytechnic University"", ""degree"": ""Exchange Student"", ""major"": ""Computing"", ""period"": ""2017 \u2013 2017""}]",The Trade Desk Full-time,Software Engineer Intern,Jun 2021 – Sep 2021,1,-1
328,- Developed a multi-sensory experience of virtual reality on extreme weather and demonstrated to 100+ people in an exhibition at Hong Kong Maritime Museum,"[{""school"": ""UC San Diego"", ""degree"": ""Master of Science - MS"", ""major"": ""Computer Science"", ""period"": ""2020 \u2013 2021""}, {""school"": ""National Taipei University"", ""degree"": ""Bachelor's degree"", ""major"": ""Computer Science and Information Engineering"", ""period"": ""2014 \u2013 2018""}, {""school"": ""The Hong Kong Polytechnic University"", ""degree"": ""Exchange Student"", ""major"": ""Computing"", ""period"": ""2017 \u2013 2017""}]",City University of Hong Kong Full-time,Research Software Engineer,Feb 2019 – Jan 2020,1,-1
329,"- Organized a user study for 16 people to evaluate an innovative design - Thermal Cane, an improved white-cane grip for visually impaired users, and designed an Android app to collect data","[{""school"": ""UC San Diego"", ""degree"": ""Master of Science - MS"", ""major"": ""Computer Science"", ""period"": ""2020 \u2013 2021""}, {""school"": ""National Taipei University"", ""degree"": ""Bachelor's degree"", ""major"": ""Computer Science and Information Engineering"", ""period"": ""2014 \u2013 2018""}, {""school"": ""The Hong Kong Polytechnic University"", ""degree"": ""Exchange Student"", ""major"": ""Computing"", ""period"": ""2017 \u2013 2017""}]",City University of Hong Kong Full-time,Research Software Engineer,Feb 2019 – Jan 2020,1,-1
330,"- Created a visualized web tool to analyze data, which save 30 percent of time compared with a manual setting","[{""school"": ""UC San Diego"", ""degree"": ""Master of Science - MS"", ""major"": ""Computer Science"", ""period"": ""2020 \u2013 2021""}, {""school"": ""National Taipei University"", ""degree"": ""Bachelor's degree"", ""major"": ""Computer Science and Information Engineering"", ""period"": ""2014 \u2013 2018""}, {""school"": ""The Hong Kong Polytechnic University"", ""degree"": ""Exchange Student"", ""major"": ""Computing"", ""period"": ""2017 \u2013 2017""}]",City University of Hong Kong Full-time,Research Software Engineer,Feb 2019 – Jan 2020,1,-1
331,"- Researched in LoRa technology to build up a network system in the area of 60 acres on campus to deliver data in self-driving car, gateway, and server","[{""school"": ""UC San Diego"", ""degree"": ""Master of Science - MS"", ""major"": ""Computer Science"", ""period"": ""2020 \u2013 2021""}, {""school"": ""National Taipei University"", ""degree"": ""Bachelor's degree"", ""major"": ""Computer Science and Information Engineering"", ""period"": ""2014 \u2013 2018""}, {""school"": ""The Hong Kong Polytechnic University"", ""degree"": ""Exchange Student"", ""major"": ""Computing"", ""period"": ""2017 \u2013 2017""}]",National Taipei University Full-time,Undergraduate Student,Sep 2014 – Jun 2018,1,-1
332,- Designed prototype and implemented the Android app to allow users to register the logistic service,"[{""school"": ""UC San Diego"", ""degree"": ""Master of Science - MS"", ""major"": ""Computer Science"", ""period"": ""2020 \u2013 2021""}, {""school"": ""National Taipei University"", ""degree"": ""Bachelor's degree"", ""major"": ""Computer Science and Information Engineering"", ""period"": ""2014 \u2013 2018""}, {""school"": ""The Hong Kong Polytechnic University"", ""degree"": ""Exchange Student"", ""major"": ""Computing"", ""period"": ""2017 \u2013 2017""}]",National Taipei University Full-time,Undergraduate Student,Sep 2014 – Jun 2018,1,-1
333,- Improved and developed 5 functions to the employee online portal that benefited 130+ employees in the company,"[{""school"": ""UC San Diego"", ""degree"": ""Master of Science - MS"", ""major"": ""Computer Science"", ""period"": ""2020 \u2013 2021""}, {""school"": ""National Taipei University"", ""degree"": ""Bachelor's degree"", ""major"": ""Computer Science and Information Engineering"", ""period"": ""2014 \u2013 2018""}, {""school"": ""The Hong Kong Polytechnic University"", ""degree"": ""Exchange Student"", ""major"": ""Computing"", ""period"": ""2017 \u2013 2017""}]",Titansoft Pte Ltd,Software Engineer Internship,Jul 2017 – Aug 2017,1,-1
334,- Engaged in a Scrum process and collaborated with product managers and Scrum managers in a 10 people team,"[{""school"": ""UC San Diego"", ""degree"": ""Master of Science - MS"", ""major"": ""Computer Science"", ""period"": ""2020 \u2013 2021""}, {""school"": ""National Taipei University"", ""degree"": ""Bachelor's degree"", ""major"": ""Computer Science and Information Engineering"", ""period"": ""2014 \u2013 2018""}, {""school"": ""The Hong Kong Polytechnic University"", ""degree"": ""Exchange Student"", ""major"": ""Computing"", ""period"": ""2017 \u2013 2017""}]",Titansoft Pte Ltd,Software Engineer Internship,Jul 2017 – Aug 2017,1,-1
335,"• Developed backend services and data schema for the management application with Spring Boot /Hibernate/MySQL • Built scheduler jobs for sending weekly emails to internal subscribers, reporting equipment usage statistics","[{""school"": ""Northeastern University"", ""degree"": ""Master's degree"", ""major"": ""Computer Systems Engineering"", ""period"": ""2019 \u2013 2021""}, {""school"": ""East China University of Science and Technology"", ""degree"": ""Bachelor of Engineering - BE"", ""major"": ""Automation"", ""period"": ""2010 \u2013 2014""}]",Juix Internship,Software Engineer Intern,Jan 2021 – May 2021,1,2
336,• Participated in the development of the Android application for power bank rental with RxJava and Retrofit,"[{""school"": ""Northeastern University"", ""degree"": ""Master's degree"", ""major"": ""Computer Systems Engineering"", ""period"": ""2019 \u2013 2021""}, {""school"": ""East China University of Science and Technology"", ""degree"": ""Bachelor of Engineering - BE"", ""major"": ""Automation"", ""period"": ""2010 \u2013 2014""}]",Juix Internship,Software Engineer Intern,Jan 2021 – May 2021,1,-1
337,"• Implemented high-performing live chat service with intercom, enabling one-on-one customer service messaging","[{""school"": ""Northeastern University"", ""degree"": ""Master's degree"", ""major"": ""Computer Systems Engineering"", ""period"": ""2019 \u2013 2021""}, {""school"": ""East China University of Science and Technology"", ""degree"": ""Bachelor of Engineering - BE"", ""major"": ""Automation"", ""period"": ""2010 \u2013 2014""}]",Juix Internship,Software Engineer Intern,Jan 2021 – May 2021,1,-1
338,• Improved payment flow by integrating and customizing Stripe SDK to handle thousands of monthly payments,"[{""school"": ""Northeastern University"", ""degree"": ""Master's degree"", ""major"": ""Computer Systems Engineering"", ""period"": ""2019 \u2013 2021""}, {""school"": ""East China University of Science and Technology"", ""degree"": ""Bachelor of Engineering - BE"", ""major"": ""Automation"", ""period"": ""2010 \u2013 2014""}]",Juix Internship,Software Engineer Intern,Jan 2021 – May 2021,1,-1
339,• Built a program using CAPL and Python to assess vehicle CAN Bus System and detect defects in the system,"[{""school"": ""Northeastern University"", ""degree"": ""Master's degree"", ""major"": ""Computer Systems Engineering"", ""period"": ""2019 \u2013 2021""}, {""school"": ""East China University of Science and Technology"", ""degree"": ""Bachelor of Engineering - BE"", ""major"": ""Automation"", ""period"": ""2010 \u2013 2014""}]",Subaru Full-time,Test Engineer,Jan 2015 – Jun 2019,1,-1
340,• Created Python scripts to test GNSS connection performance to improve the work efficiency,"[{""school"": ""Northeastern University"", ""degree"": ""Master's degree"", ""major"": ""Computer Systems Engineering"", ""period"": ""2019 \u2013 2021""}, {""school"": ""East China University of Science and Technology"", ""degree"": ""Bachelor of Engineering - BE"", ""major"": ""Automation"", ""period"": ""2010 \u2013 2014""}]",Subaru Full-time,Test Engineer,Jan 2015 – Jun 2019,1,-1
